model-1632425951,1632425995.048,0.61,0.2431,0.51,0.253
model-1632425951,1632425995.686,0.49,0.2551,0.51,0.2524
model-1632425951,1632425996.322,0.55,0.2496,0.51,0.2518
model-1632425951,1632425996.96,0.47,0.2557,0.51,0.2512
model-1632425951,1632425997.598,0.54,0.2499,0.51,0.2512
model-1632425951,1632425998.237,0.53,0.25,0.51,0.2514
model-1632425951,1632425998.876,0.5,0.2514,0.51,0.2516
model-1632425951,1632425999.516,0.49,0.2519,0.52,0.2516
model-1632425951,1632426000.154,0.4,0.2529,0.49,0.2518
model-1632425951,1632426000.793,0.45,0.2528,0.49,0.252
model-1632425951,1632426001.432,0.46,0.2531,0.49,0.2522
model-1632425951,1632426002.071,0.5,0.2523,0.49,0.2524
model-1632425951,1632426002.713,0.56,0.25,0.49,0.2526
model-1632425951,1632426003.352,0.51,0.2515,0.49,0.2524
model-1632425951,1632426003.991,0.52,0.2507,0.49,0.2522
model-1632425951,1632426004.631,0.54,0.2499,0.49,0.2522
model-1632425951,1632426005.271,0.54,0.2493,0.49,0.2525
model-1632425951,1632426005.912,0.53,0.2498,0.49,0.2528
model-1632425951,1632426006.551,0.6,0.2462,0.49,0.2536
model-1632425951,1632426007.19,0.48,0.2549,0.49,0.2538
model-1632425951,1632426007.828,0.42,0.2589,0.49,0.2528
model-1632425951,1632426008.468,0.55,0.249,0.49,0.2521
model-1632425951,1632426009.106,0.48,0.2523,0.49,0.2514
model-1632425951,1632426009.744,0.5,0.2511,0.49,0.2508
model-1632425951,1632426010.382,0.49,0.2515,0.49,0.2504
model-1632425951,1632426011.02,0.56,0.2506,0.51,0.2504
model-1632425951,1632426011.659,0.44,0.2526,0.51,0.2504
model-1632425951,1632426012.297,0.48,0.2521,0.51,0.2503
model-1632425951,1632426012.934,0.52,0.2498,0.51,0.2503
model-1632425951,1632426013.575,0.5,0.2509,0.51,0.2504
model-1632425951,1632426014.212,0.46,0.2527,0.51,0.2502
model-1632425951,1632426014.853,0.46,0.2519,0.51,0.2501
model-1632425951,1632426015.494,0.52,0.25,0.53,0.2503
model-1632425951,1632426016.134,0.62,0.2499,0.49,0.2507
model-1632425951,1632426016.773,0.46,0.2514,0.49,0.2507
model-1632425951,1632426017.416,0.47,0.2515,0.49,0.2507
model-1632425951,1632426018.055,0.58,0.2479,0.49,0.251
model-1632425951,1632426018.694,0.47,0.2516,0.49,0.2509
model-1632425951,1632426019.332,0.54,0.2488,0.49,0.251
model-1632425951,1632426019.973,0.46,0.2526,0.49,0.2508
model-1632425951,1632426020.616,0.45,0.2522,0.49,0.2502
model-1632425951,1632426021.257,0.4,0.2512,0.5,0.2497
model-1632425951,1632426021.896,0.43,0.2507,0.51,0.2497
model-1632425951,1632426022.534,0.51,0.2495,0.51,0.2497
model-1632425951,1632426023.172,0.47,0.2514,0.51,0.2496
model-1632425951,1632426023.814,0.48,0.2501,0.51,0.2495
model-1632425951,1632426024.452,0.5,0.2494,0.51,0.2494
model-1632425951,1632426025.092,0.45,0.2517,0.52,0.2494
model-1632425951,1632426025.732,0.56,0.2489,0.56,0.2496
model-1632425951,1632426026.372,0.45,0.2508,0.52,0.2496
model-1632425951,1632426027.012,0.5,0.2502,0.57,0.2493
model-1632425951,1632426027.651,0.64,0.2478,0.49,0.2498
model-1632425951,1632426028.293,0.45,0.2507,0.49,0.2498
model-1632425951,1632426028.932,0.42,0.2515,0.5,0.2496
model-1632425951,1632426029.575,0.44,0.2503,0.59,0.2492
model-1632425951,1632426030.215,0.53,0.2503,0.55,0.2489
model-1632425951,1632426030.855,0.5,0.2491,0.49,0.2489
model-1632425951,1632426031.498,0.51,0.2489,0.5,0.2491
model-1632425951,1632426032.141,0.55,0.2472,0.51,0.2494
model-1632425951,1632426032.783,0.47,0.2514,0.51,0.2494
model-1632425951,1632426033.426,0.53,0.248,0.51,0.2493
model-1632425951,1632426034.07,0.54,0.2461,0.51,0.2493
model-1632425951,1632426034.714,0.52,0.2474,0.51,0.249
model-1632425951,1632426035.353,0.47,0.2538,0.49,0.2485
model-1632425951,1632426035.996,0.51,0.2506,0.53,0.2481
model-1632425951,1632426036.637,0.53,0.2484,0.56,0.248
model-1632425951,1632426037.277,0.54,0.2496,0.53,0.2485
model-1632425951,1632426037.917,0.55,0.2478,0.49,0.2494
model-1632425951,1632426038.561,0.52,0.2485,0.49,0.2505
model-1632425951,1632426039.204,0.5,0.2507,0.49,0.2512
model-1632425951,1632426039.844,0.55,0.2446,0.49,0.2517
model-1632425951,1632426040.487,0.49,0.2496,0.49,0.2508
model-1632425951,1632426041.129,0.46,0.2516,0.49,0.2491
model-1632425951,1632426041.772,0.51,0.2475,0.6,0.2472
model-1632425951,1632426042.415,0.62,0.245,0.61,0.2468
model-1632425951,1632426043.059,0.56,0.2491,0.56,0.2471
model-1632425951,1632426043.699,0.53,0.251,0.56,0.2463
model-1632425951,1632426044.341,0.56,0.2475,0.64,0.2461
model-1632425951,1632426044.984,0.52,0.25,0.62,0.2466
model-1632425951,1632426045.624,0.62,0.2451,0.49,0.2476
model-1632425951,1632426046.264,0.5,0.2485,0.49,0.2479
model-1632425951,1632426046.905,0.41,0.2517,0.61,0.2463
model-1632425951,1632426047.544,0.58,0.2441,0.63,0.2452
model-1632425951,1632426048.188,0.6,0.2454,0.64,0.2447
model-1632425951,1632426048.83,0.55,0.2429,0.63,0.2455
model-1632425951,1632426049.471,0.57,0.2453,0.62,0.2444
model-1632425951,1632426050.109,0.61,0.2418,0.64,0.2435
model-1632425951,1632426050.751,0.56,0.2493,0.6,0.2436
model-1632425951,1632426051.39,0.64,0.2428,0.58,0.2456
model-1632425951,1632426052.029,0.51,0.2489,0.59,0.2429
model-1632425951,1632426052.667,0.57,0.2482,0.57,0.2427
model-1632425951,1632426053.311,0.66,0.2308,0.51,0.2448
model-1632425951,1632426053.95,0.63,0.2293,0.5,0.245
model-1632425951,1632426054.594,0.53,0.2421,0.62,0.24
model-1632425951,1632426055.233,0.53,0.2488,0.58,0.2426
model-1632425951,1632426055.873,0.46,0.257,0.62,0.2401
model-1632425951,1632426056.516,0.59,0.2399,0.61,0.2414
model-1632425951,1632426057.161,0.66,0.2274,0.5,0.2499
model-1632425951,1632426057.805,0.54,0.2587,0.52,0.2489
model-1632425951,1632426058.447,0.57,0.252,0.64,0.2385
model-1632425951,1632426059.088,0.72,0.2314,0.6,0.2378
model-1632425951,1632426059.729,0.53,0.2418,0.64,0.2379
model-1632425951,1632426060.372,0.54,0.2439,0.65,0.2356
model-1632425951,1632426061.012,0.62,0.2355,0.63,0.237
model-1632425951,1632426061.653,0.65,0.2251,0.63,0.2362
model-1632425951,1632426062.297,0.57,0.2341,0.65,0.2349
model-1632425951,1632426062.938,0.66,0.216,0.65,0.2346
model-1632425951,1632426063.577,0.65,0.2395,0.62,0.2379
model-1632425951,1632426064.219,0.61,0.2347,0.52,0.2455
model-1632425951,1632426064.865,0.51,0.2873,0.66,0.2344
model-1632425951,1632426065.508,0.59,0.2369,0.65,0.2343
model-1632425951,1632426066.152,0.57,0.2522,0.6,0.2378
model-1632425951,1632426066.796,0.59,0.2428,0.63,0.2327
model-1632425951,1632426067.44,0.53,0.2386,0.62,0.2323
model-1632425951,1632426068.083,0.64,0.2177,0.64,0.2331
model-1632425951,1632426068.723,0.56,0.2319,0.63,0.2353
model-1632425951,1632426069.367,0.56,0.2416,0.63,0.2327
model-1632425951,1632426070.011,0.59,0.2315,0.64,0.2324
model-1632425951,1632426070.653,0.63,0.2278,0.65,0.2337
model-1632425951,1632426071.297,0.58,0.2374,0.65,0.2328
model-1632425951,1632426071.936,0.65,0.227,0.65,0.2332
model-1632425951,1632426072.578,0.61,0.2304,0.66,0.2347
model-1632425951,1632426073.222,0.6,0.2576,0.64,0.2305
model-1632425951,1632426073.862,0.57,0.2389,0.62,0.2335
model-1632425951,1632426074.505,0.57,0.2435,0.66,0.2303
model-1632425951,1632426075.145,0.6,0.2313,0.67,0.2307
model-1632425951,1632426075.787,0.69,0.2168,0.62,0.2335
model-1632425951,1632426076.429,0.63,0.2327,0.6,0.235
model-1632425951,1632426077.069,0.56,0.2389,0.55,0.2403
model-1632425951,1632426077.711,0.55,0.2563,0.66,0.2312
model-1632425951,1632426078.356,0.59,0.2401,0.61,0.2329
model-1632425951,1632426079.0,0.58,0.2341,0.62,0.2364
model-1632425951,1632426079.644,0.57,0.2478,0.65,0.2296
model-1632425951,1632426080.286,0.59,0.2258,0.6,0.2366
model-1632425951,1632426080.932,0.57,0.2238,0.62,0.2354
model-1632425951,1632426081.574,0.58,0.2464,0.63,0.2306
model-1632425951,1632426082.216,0.67,0.2232,0.6,0.24
model-1632425951,1632426082.86,0.62,0.2423,0.56,0.2491
model-1632425951,1632426083.5,0.43,0.2853,0.63,0.233
model-1632425951,1632426084.145,0.67,0.231,0.57,0.2438
model-1632425951,1632426084.787,0.57,0.2473,0.52,0.2585
model-1632425951,1632426085.43,0.54,0.2687,0.54,0.2459
model-1632425951,1632426086.071,0.53,0.2495,0.62,0.2327
model-1632425951,1632426086.712,0.61,0.2329,0.63,0.2353
model-1632425951,1632426087.357,0.6,0.2369,0.53,0.2484
model-1632425951,1632426088.0,0.65,0.2179,0.51,0.262
model-1632425951,1632426088.641,0.5,0.2723,0.51,0.2589
model-1632425951,1632426089.284,0.58,0.234,0.5,0.2535
model-1632425951,1632426089.923,0.49,0.2647,0.54,0.2468
model-1632425951,1632426090.567,0.66,0.2313,0.6,0.241
model-1632425951,1632426091.208,0.67,0.2306,0.64,0.2373
model-1632425951,1632426091.851,0.57,0.2406,0.67,0.239
model-1632425951,1632426092.495,0.57,0.2431,0.51,0.2455
model-1632425951,1632426093.138,0.64,0.2359,0.54,0.2501
model-1632425951,1632426093.779,0.52,0.2476,0.53,0.2494
model-1632425951,1632426094.423,0.49,0.2514,0.54,0.2484
model-1632425951,1632426095.063,0.57,0.2375,0.52,0.2469
model-1632425951,1632426095.703,0.51,0.2523,0.6,0.2421
model-1632425951,1632426096.347,0.64,0.2344,0.67,0.2377
model-1632425951,1632426096.986,0.56,0.2481,0.6,0.238
model-1632425951,1632426097.629,0.6,0.2321,0.6,0.2411
model-1632425951,1632426098.269,0.62,0.2368,0.55,0.2428
model-1632425951,1632426098.912,0.55,0.2627,0.55,0.2415
model-1632425951,1632426099.555,0.54,0.2385,0.57,0.241
model-1632425951,1632426100.197,0.59,0.2409,0.63,0.2394
model-1632425951,1632426100.837,0.63,0.2302,0.66,0.2364
model-1632425951,1632426101.481,0.54,0.246,0.64,0.2349
model-1632425951,1632426102.125,0.52,0.2476,0.64,0.235
model-1632425951,1632426102.769,0.64,0.2411,0.65,0.2351
model-1632425951,1632426103.176,0.62,0.2306,0.61,0.2353
model-1632425951,1632426103.821,0.63,0.2347,0.62,0.2373
model-1632425951,1632426104.465,0.52,0.2512,0.62,0.2372
model-1632425951,1632426105.109,0.63,0.2405,0.59,0.2371
model-1632425951,1632426105.749,0.6,0.2456,0.65,0.2342
model-1632425951,1632426106.392,0.62,0.2342,0.68,0.2334
model-1632425951,1632426107.037,0.65,0.2255,0.58,0.237
model-1632425951,1632426107.681,0.58,0.2362,0.56,0.2407
model-1632425951,1632426108.325,0.56,0.2405,0.69,0.2339
model-1632425951,1632426108.968,0.53,0.2389,0.63,0.2322
model-1632425951,1632426109.613,0.59,0.2379,0.62,0.2371
model-1632425951,1632426110.257,0.62,0.2319,0.62,0.2389
model-1632425951,1632426110.9,0.58,0.2308,0.63,0.2347
model-1632425951,1632426111.54,0.61,0.2349,0.64,0.2324
model-1632425951,1632426112.184,0.63,0.2243,0.64,0.2348
model-1632425951,1632426112.827,0.64,0.2318,0.56,0.2443
model-1632425951,1632426113.472,0.53,0.2612,0.59,0.2406
model-1632425951,1632426114.116,0.62,0.2186,0.59,0.2379
model-1632425951,1632426114.76,0.54,0.2583,0.67,0.2326
model-1632425951,1632426115.405,0.55,0.2416,0.63,0.2341
model-1632425951,1632426116.049,0.65,0.2248,0.61,0.2373
model-1632425951,1632426116.689,0.57,0.259,0.58,0.2401
model-1632425951,1632426117.333,0.61,0.2398,0.57,0.2399
model-1632425951,1632426117.978,0.64,0.2274,0.59,0.2396
model-1632425951,1632426118.62,0.62,0.2326,0.61,0.2382
model-1632425951,1632426119.261,0.59,0.232,0.62,0.2372
model-1632425951,1632426119.903,0.58,0.2474,0.62,0.2393
model-1632425951,1632426120.548,0.56,0.2338,0.63,0.2399
model-1632425951,1632426121.193,0.66,0.2166,0.62,0.239
model-1632425951,1632426121.835,0.61,0.2284,0.62,0.2376
model-1632425951,1632426122.48,0.58,0.2313,0.62,0.2377
model-1632425951,1632426123.123,0.67,0.2255,0.6,0.2369
model-1632425951,1632426123.767,0.62,0.241,0.6,0.237
model-1632425951,1632426124.411,0.53,0.2464,0.61,0.2347
model-1632425951,1632426125.057,0.72,0.2049,0.61,0.2342
model-1632425951,1632426125.699,0.63,0.2231,0.59,0.2328
model-1632425951,1632426126.344,0.58,0.2533,0.63,0.2327
model-1632425951,1632426126.985,0.64,0.2353,0.63,0.2314
model-1632425951,1632426127.627,0.66,0.2122,0.62,0.2292
model-1632425951,1632426128.268,0.6,0.227,0.65,0.2278
model-1632425951,1632426128.912,0.58,0.2387,0.62,0.2294
model-1632425951,1632426129.557,0.63,0.2281,0.63,0.2285
model-1632425951,1632426130.202,0.54,0.237,0.65,0.2258
model-1632425951,1632426130.843,0.55,0.2429,0.61,0.2344
model-1632425951,1632426131.487,0.47,0.2734,0.61,0.2374
model-1632425951,1632426132.131,0.67,0.2102,0.62,0.2363
model-1632425951,1632426132.774,0.58,0.2406,0.64,0.2267
model-1632425951,1632426133.421,0.6,0.2364,0.64,0.2278
model-1632425951,1632426134.065,0.68,0.2145,0.6,0.2312
model-1632425951,1632426134.709,0.63,0.2199,0.63,0.2299
model-1632425951,1632426135.354,0.58,0.2285,0.64,0.2271
model-1632425951,1632426135.997,0.6,0.2391,0.62,0.2332
model-1632425951,1632426136.642,0.67,0.2257,0.62,0.234
model-1632425951,1632426137.286,0.56,0.2406,0.6,0.2347
model-1632425951,1632426137.929,0.65,0.229,0.6,0.2321
model-1632425951,1632426138.573,0.61,0.2359,0.6,0.2283
model-1632425951,1632426139.213,0.71,0.2059,0.62,0.2276
model-1632425951,1632426139.856,0.53,0.2474,0.65,0.2277
model-1632425951,1632426140.501,0.59,0.2344,0.66,0.2277
model-1632425951,1632426141.144,0.62,0.2286,0.67,0.2276
model-1632425951,1632426141.789,0.59,0.2162,0.61,0.2282
model-1632425951,1632426142.433,0.67,0.2139,0.61,0.2297
model-1632425951,1632426143.077,0.56,0.231,0.6,0.2313
model-1632425951,1632426143.735,0.65,0.2219,0.6,0.2316
model-1632425951,1632426144.379,0.47,0.2553,0.64,0.2265
model-1632425951,1632426145.022,0.65,0.2189,0.64,0.2263
model-1632425951,1632426145.667,0.66,0.2149,0.65,0.2259
model-1632425951,1632426146.312,0.63,0.2352,0.62,0.226
model-1632425951,1632426146.954,0.7,0.2101,0.64,0.2253
model-1632425951,1632426147.599,0.59,0.2274,0.65,0.2266
model-1632425951,1632426148.242,0.62,0.2289,0.64,0.2291
model-1632425951,1632426148.887,0.57,0.24,0.64,0.2289
model-1632425951,1632426149.532,0.7,0.2151,0.64,0.227
model-1632425951,1632426150.177,0.61,0.231,0.66,0.2258
model-1632425951,1632426150.819,0.61,0.236,0.62,0.2267
model-1632425951,1632426151.464,0.58,0.229,0.63,0.2265
model-1632425951,1632426152.108,0.63,0.2311,0.61,0.2281
model-1632425951,1632426152.75,0.6,0.243,0.62,0.228
model-1632425951,1632426153.394,0.59,0.2381,0.62,0.227
model-1632425951,1632426154.038,0.62,0.2346,0.65,0.2248
model-1632425951,1632426154.679,0.55,0.2518,0.66,0.2242
model-1632425951,1632426155.32,0.57,0.2383,0.67,0.2243
model-1632425951,1632426155.962,0.6,0.226,0.63,0.2246
model-1632425951,1632426156.607,0.64,0.2329,0.63,0.2265
model-1632425951,1632426157.249,0.8,0.2004,0.63,0.2258
model-1632425951,1632426157.893,0.74,0.2077,0.63,0.2239
model-1632425951,1632426158.535,0.66,0.2227,0.64,0.2231
model-1632425951,1632426159.177,0.69,0.2194,0.64,0.2225
model-1632425951,1632426159.821,0.71,0.2194,0.64,0.2218
model-1632425951,1632426160.466,0.62,0.2269,0.65,0.2211
model-1632425951,1632426161.109,0.59,0.2275,0.66,0.2206
model-1632425951,1632426161.754,0.63,0.2197,0.65,0.2223
model-1632425951,1632426162.396,0.71,0.2093,0.65,0.22
model-1632425951,1632426163.04,0.58,0.2266,0.66,0.2199
model-1632425951,1632426163.683,0.68,0.2116,0.63,0.2221
model-1632425951,1632426164.325,0.59,0.2315,0.67,0.2211
model-1632425951,1632426164.97,0.62,0.2465,0.61,0.2288
model-1632425951,1632426165.615,0.68,0.2279,0.61,0.2392
model-1632425951,1632426166.259,0.56,0.2468,0.64,0.2233
model-1632425951,1632426166.904,0.65,0.2308,0.64,0.2222
model-1632425951,1632426167.548,0.64,0.2201,0.6,0.2356
model-1632425951,1632426168.193,0.71,0.2094,0.61,0.2335
model-1632425951,1632426168.839,0.65,0.2237,0.64,0.2235
model-1632425951,1632426169.48,0.67,0.2179,0.63,0.2249
model-1632425951,1632426170.126,0.58,0.229,0.64,0.2282
model-1632425951,1632426170.769,0.66,0.2128,0.62,0.2325
model-1632425951,1632426171.413,0.59,0.2368,0.64,0.231
model-1632425951,1632426172.055,0.48,0.2646,0.65,0.2195
model-1632425951,1632426172.7,0.67,0.2149,0.62,0.2316
model-1632425951,1632426173.344,0.55,0.262,0.65,0.226
model-1632425951,1632426173.989,0.56,0.2527,0.64,0.2199
model-1632425951,1632426174.633,0.65,0.2175,0.6,0.2232
model-1632425951,1632426175.277,0.66,0.2133,0.59,0.2315
model-1632425951,1632426175.919,0.57,0.2334,0.59,0.234
model-1632425951,1632426176.563,0.62,0.226,0.6,0.2298
model-1632425951,1632426177.206,0.65,0.2173,0.62,0.2216
model-1632425951,1632426177.851,0.58,0.2392,0.65,0.2222
model-1632425951,1632426178.495,0.67,0.2111,0.68,0.2252
model-1632425951,1632426179.14,0.66,0.2129,0.68,0.2249
model-1632425951,1632426179.784,0.58,0.229,0.66,0.2229
model-1632425951,1632426180.428,0.64,0.2125,0.66,0.2206
model-1632425951,1632426181.072,0.5,0.2537,0.64,0.2195
model-1632425951,1632426181.717,0.6,0.2273,0.61,0.2209
model-1632425951,1632426182.361,0.66,0.2195,0.63,0.2207
model-1632425951,1632426183.006,0.66,0.2109,0.65,0.2191
model-1632425951,1632426183.65,0.6,0.2279,0.66,0.2195
model-1632425951,1632426184.295,0.58,0.2361,0.64,0.2227
model-1632425951,1632426184.938,0.64,0.2102,0.64,0.2218
model-1632425951,1632426185.586,0.67,0.2227,0.66,0.2205
model-1632425951,1632426186.231,0.71,0.2133,0.66,0.2236
model-1632425951,1632426186.876,0.64,0.2145,0.66,0.2238
model-1632425951,1632426187.521,0.59,0.2453,0.66,0.221
model-1632425951,1632426188.166,0.59,0.2369,0.6,0.2289
model-1632425951,1632426188.81,0.68,0.2134,0.56,0.2492
model-1632425951,1632426189.455,0.53,0.2779,0.62,0.2348
model-1632425951,1632426190.1,0.65,0.2243,0.66,0.221
model-1632425951,1632426190.744,0.6,0.2298,0.63,0.2225
model-1632425951,1632426191.388,0.68,0.2031,0.57,0.2465
model-1632425951,1632426192.034,0.59,0.241,0.57,0.2488
model-1632425951,1632426192.678,0.55,0.258,0.63,0.2312
model-1632425951,1632426193.322,0.57,0.242,0.64,0.2234
model-1632425951,1632426193.965,0.72,0.2145,0.67,0.2306
model-1632425951,1632426194.609,0.62,0.2287,0.56,0.2406
model-1632425951,1632426195.252,0.53,0.2731,0.56,0.2397
model-1632425951,1632426195.896,0.51,0.2586,0.65,0.2296
model-1632425951,1632426196.54,0.66,0.2246,0.68,0.2257
model-1632425951,1632426197.185,0.54,0.2468,0.63,0.227
model-1632425951,1632426197.829,0.63,0.2179,0.59,0.2334
model-1632425951,1632426198.474,0.68,0.2119,0.56,0.2401
model-1632425951,1632426199.119,0.57,0.243,0.56,0.2416
model-1632425951,1632426199.763,0.51,0.2585,0.56,0.2398
model-1632425951,1632426200.407,0.68,0.2118,0.59,0.238
model-1632425951,1632426201.05,0.58,0.2455,0.6,0.2345
model-1632425951,1632426201.694,0.62,0.2275,0.62,0.2321
model-1632425951,1632426202.336,0.56,0.2534,0.64,0.2297
model-1632425951,1632426202.978,0.64,0.2301,0.64,0.2281
model-1632425951,1632426203.622,0.62,0.2285,0.63,0.2279
model-1632425951,1632426204.266,0.58,0.2362,0.67,0.2283
model-1632425951,1632426204.906,0.61,0.2356,0.67,0.2279
model-1632425951,1632426205.551,0.63,0.2297,0.68,0.2271
model-1632425951,1632426206.193,0.72,0.2153,0.67,0.2256
model-1632425951,1632426206.837,0.58,0.2367,0.65,0.2242
model-1632425951,1632426207.479,0.68,0.2125,0.64,0.2235
model-1632425951,1632426208.123,0.69,0.2209,0.62,0.2243
model-1632425951,1632426208.768,0.59,0.2349,0.63,0.2271
model-1632425951,1632426209.411,0.52,0.2677,0.64,0.2266
model-1632425951,1632426210.054,0.58,0.2346,0.61,0.2257
model-1632425951,1632426210.699,0.58,0.241,0.64,0.2236
model-1632425951,1632426211.341,0.65,0.2212,0.64,0.2212
model-1632425951,1632426211.984,0.55,0.2365,0.68,0.2217
model-1632425951,1632426212.628,0.64,0.2119,0.67,0.2258
model-1632425951,1632426213.272,0.67,0.2213,0.63,0.2305
model-1632425951,1632426213.915,0.54,0.2408,0.66,0.2261
model-1632425951,1632426214.557,0.64,0.2226,0.67,0.2219
model-1632425951,1632426215.201,0.63,0.2195,0.63,0.2203
model-1632425951,1632426215.845,0.61,0.2213,0.62,0.2221
model-1632425951,1632426216.489,0.68,0.2196,0.64,0.2229
model-1632425951,1632426217.132,0.6,0.2233,0.63,0.2214
model-1632425951,1632426217.777,0.55,0.2471,0.62,0.2197
model-1632425951,1632426218.422,0.66,0.2285,0.66,0.2186
model-1632425951,1632426219.066,0.64,0.2175,0.63,0.2224
model-1632425951,1632426219.71,0.59,0.2344,0.66,0.2261
model-1632425951,1632426220.354,0.71,0.2028,0.64,0.225
model-1632425951,1632426220.998,0.68,0.2101,0.65,0.2225
model-1632425951,1632426221.642,0.66,0.2261,0.64,0.2216
model-1632425951,1632426222.286,0.63,0.2358,0.61,0.2188
model-1632425951,1632426222.93,0.64,0.2184,0.62,0.2196
model-1632425951,1632426223.574,0.63,0.2113,0.66,0.2214
model-1632425951,1632426224.219,0.64,0.2306,0.6,0.221
model-1632425951,1632426224.864,0.63,0.2097,0.64,0.2239
model-1632425951,1632426225.507,0.74,0.1995,0.62,0.2238
model-1632425951,1632426226.153,0.61,0.2423,0.63,0.221
model-1632425951,1632426226.798,0.66,0.2055,0.63,0.2287
model-1632425951,1632426227.442,0.63,0.239,0.62,0.2374
model-1632425951,1632426228.085,0.51,0.2753,0.64,0.2184
model-1632425951,1632426228.73,0.71,0.2112,0.63,0.2336
model-1632425951,1632426229.372,0.61,0.2348,0.57,0.2439
model-1632425951,1632426230.016,0.58,0.2579,0.61,0.2327
model-1632425951,1632426230.659,0.57,0.2271,0.63,0.2205
model-1632425951,1632426231.302,0.66,0.2111,0.62,0.2229
model-1632425951,1632426231.945,0.65,0.2105,0.6,0.2359
model-1632425951,1632426232.59,0.66,0.2085,0.57,0.251
model-1632425951,1632426233.232,0.57,0.2828,0.59,0.2408
model-1632425951,1632426233.875,0.68,0.2132,0.6,0.2323
model-1632425951,1632426234.519,0.54,0.2501,0.63,0.2262
model-1632425951,1632426235.161,0.65,0.2143,0.65,0.2242
model-1632425951,1632426235.805,0.64,0.2152,0.65,0.2238
model-1632425951,1632426236.449,0.65,0.2266,0.62,0.2265
model-1632425951,1632426237.093,0.64,0.2305,0.62,0.23
model-1632425951,1632426237.738,0.75,0.2061,0.6,0.2306
model-1632425951,1632426238.381,0.69,0.2216,0.6,0.228
model-1632425951,1632426239.024,0.62,0.2261,0.64,0.2247
model-1632425951,1632426239.669,0.66,0.221,0.66,0.2223
model-1632425951,1632426240.312,0.64,0.2301,0.68,0.2202
model-1632425951,1632426240.956,0.65,0.2129,0.63,0.2201
model-1632425951,1632426241.6,0.61,0.2323,0.65,0.2213
